"WOMAN Additionals","ADZWPRD046","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Approved",,"DHL#2034949523","2019/3/11","2019/3/15","152"
"WOMAN Additionals","ADZWPRD047","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Approved",,"DHL#1506366584","2019/2/23","2019/3/15","153"
"WOMAN Additionals","ADZWPRD048","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Approved",,,,"2018/12/15","154"
"WOMAN Additionals","ADZWPRD049","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Approved",,"DHL#8349248622","2019/1/5","2018/12/15","155"
"WOMAN Additionals","ADZWPRD050","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Approved",,"DHL#8349248622","2019/1/5","2018/12/15","156"
"WOMAN Additionals","ADZWPRD051","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Approved",,"DHL#8349248622","2019/1/5","2018/12/15","157"
"WOMAN Additionals","ADZWTRF001","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Approved",,,,"2018/12/15","158"
"WOMAN Additionals","ADZWTRF002","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Approved",,,,"2018/12/15","159"
"WOMAN Additionals","ADZWTRF003","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Approved",,,,"2018/12/15","160"
"WOMAN Additionals","ADZWTRF004","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Approved",,"DHL#8349248622","2019/1/5","2018/12/15","161"
"WOMAN Additionals","ADZWTRF005","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Approved",,,,"2018/12/15","162"
"WOMAN Additionals","ADZWTRF006","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Approved",,"DHL#8349248622","2019/1/5","2018/12/15","163"
"WOMAN Additionals","ADZWTRF007","hangtag","55x50mm","AD HANGTAG ZARA WOMAN (55x50mm)","8","Approved",,,,"2018/12/15","164"
